,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4,value5
10,225,1,0,1,2,1,6,1,1,8,5,1,0,0.152219834,0,0,0,0,1,2020-10-17 16:23:59.603175640,6,0,10,0,0,129,2,3,1,1,304,-56.2571,1211.67,79.8731,1005.24,1236.1
11,293,1,0,1,2,1,10,1,1,11,10,1,0,0.152369768,0,0,0,0,1,2020-10-17 16:24:10.568395853,7,0,7,0,0,129,7,1,55,2,84,-56.2571,1211.67,79.8731,1005.24,1236.1
12,72,1,1,0,1,2,11,1,7,1,6,1,0,-1,5,1,15,0,1,2020-10-17 16:24:11.508291006,6,0,9,0,0,129,3,0,1,1200,2,-56.2571,1211.67,79.8731,1005.24,1236.1
13,196,1,0,1,2,1,3,1,1,7,2,1,0,0.151407230,5,1,15,0,1,2020-10-17 16:24:17.774476528,9,0,5,0,0,129,1,1,42,1,20,-56.2571,1211.67,79.8731,1005.24,1236.11
14,72,1,1,0,1,2,11,1,5,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:24:18.210440636,8,0,2,0,0,129,5,1,33,0,195,-56.2571,1211.67,79.8731,1005.4,1236.11
15,142,1,0,1,2,1,1,1,1,5,15,1,0,0.152460974,0,0,0,0,1,2020-10-17 16:24:18.898408890,5,0,3,0,0,129,14,2,36,511,294,-56.2571,1211.67,79.8731,1005.4,1236.11
16,72,1,1,0,1,2,11,1,10,1,6,1,0,-1,0,0,0,0,1,2020-10-17 16:24:22.862497330,6,0,4,0,0,129,4,1,38,1,261,-56.2571,1204.46,79.8731,1005.4,1236.11
17,253,1,0,1,2,1,8,1,1,10,8,1,0,0.151449208,0,0,0,0,1,2020-10-17 16:24:22.910523176,1,0,8,0,0,129,10,1,58,1,110,-56.2571,1204.46,79.8731,1005.4,1236.11
18,72,1,1,0,1,2,11,1,9,1,6,1,0,-1,5,1,15,0,1,2020-10-17 16:24:23.880502224,6,0,9,0,0,129,5,0,1,1100,4,-56.2571,1204.46,79.8731,1005.4,1236.11
19,182,1,0,1,2,1,2,1,1,9,1,1,0,0.152418210,0,0,0,0,1,2020-10-17 16:24:25.906494141,2,0,1,0,0,129,1,2,32,255,223,-56.4258,1204.46,79.8731,1005.4,1236.11
20,89,1,1,0,1,2,14,1,8,1,13,1,0,6.741440926,0,0,0,1,0,2020-10-17 16:24:26.174598694,3,0,11,0,0,129,0,2,16,15,140,-56.4258,1204.46,79.8731,1005.4,1236.11
21,91,1,0,1,2,1,15,1,1,8,14,1,0,0.151830115,0,0,0,0,1,2020-10-17 16:24:27.780643463,0,0,6,0,0,129,10,1,46,1,52,-56.4258,1204.46,79.8731,1005.4,1236.11
22,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,9,2,27,0,1,2020-10-17 16:24:29.094510794,4,0,0,0,0,129,15,2,28,127,175,-56.4258,1204.46,79.8731,1005.4,1236.11
23,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:24:40.721989870,7,0,7,0,0,129,8,1,55,2,82,-56.4258,1204.46,79.9201,1005.4,1236.11
24,72,1,1,0,1,2,11,1,2,1,6,1,0,30.000806480,16,4,48,0,1,2020-10-17 16:24:44.288923264,8,0,9,0,0,129,6,0,1,1003,1,-56.4258,1204.46,79.9201,1005.4,1236.11
25,286,1,0,1,2,1,9,1,1,2,9,1,0,0.152728719,0,0,0,0,1,2020-10-17 16:24:47.927020550,9,0,5,0,0,129,2,1,42,1,21,-56.4258,1204.46,79.9201,1005.4,1236.1
26,81,1,1,0,1,2,12,1,8,1,11,1,0,11.753427696,0,0,0,1,0,2020-10-17 16:24:48.362940073,8,0,2,0,0,129,7,1,33,0,194,-56.4258,1204.46,79.9201,1003.82,1236.1
27,85,1,0,1,2,1,13,1,1,8,12,1,0,0.151687655,0,0,0,0,1,2020-10-17 16:24:49.050978184,5,0,3,0,0,129,15,2,36,511,295,-56.4258,1204.46,79.9201,1003.82,1236.1
28,72,1,1,0,1,2,11,1,6,1,6,1,0,30.000723602,18,3,54,0,1,2020-10-17 16:24:53.014971018,6,0,4,0,0,129,6,1,38,1,260,-56.4258,1201.01,79.9201,1003.82,1236.1
29,239,1,0,1,2,1,7,1,1,6,7,1,0,0.151828889,6,1,18,0,1,2020-10-17 16:24:53.063014507,1,0,8,0,0,129,11,1,58,1,109,-56.4258,1201.01,79.9201,1003.82,1236.1
30,72,1,1,0,1,2,11,1,4,1,6,1,0,30.000783846,0,0,0,0,1,2020-10-17 16:24:56.058991909,2,0,1,0,0,129,2,2,32,255,224,-56.3984,1201.01,79.9201,1003.82,1236.1
31,206,1,0,1,2,1,4,1,1,4,3,1,0,0.151760590,0,0,0,0,1,2020-10-17 16:24:56.327009439,3,0,11,0,0,129,1,2,16,15,138,-56.3984,1201.01,79.9201,1003.82,1236.1
32,72,1,1,0,1,2,11,1,3,1,6,1,0,30.000717897,0,0,0,0,1,2020-10-17 16:24:57.477141380,7,0,9,0,0,129,9,0,1,None,3,-56.3984,1201.01,79.9201,1003.82,1236.1
33,208,1,0,1,2,1,5,1,1,3,4,1,0,0.151794221,0,0,0,1,2,2020-10-17 16:24:57.933172703,0,0,6,0,0,129,11,1,46,1,53,-56.3984,1201.01,79.9201,1003.82,1236.1
34,72,1,1,0,1,2,11,1,8,1,6,1,0,11.202389822,11,2,33,0,1,2020-10-17 16:24:59.247123003,4,0,0,0,0,129,0,2,28,127,176,-56.3984,1201.01,79.9201,1003.82,1236.1
35,72,1,1,0,1,2,11,1,11,1,6,1,0,30.000658544,0,0,0,1,2,2020-10-17 16:25:10.875353813,7,0,7,0,0,129,10,1,55,2,81,-56.3984,1201.01,79.5727,1003.82,1236.1
36,225,1,0,1,2,1,6,1,1,8,5,1,0,0.151816490,0,0,0,0,1,2020-10-17 16:25:15.739451647,7,0,9,0,0,129,11,0,1,None,7,-56.3984,1201.01,79.5727,1003.82,1236.1
37,293,1,0,1,2,1,10,1,1,11,10,1,0,0.151898180,0,0,0,1,2,2020-10-17 16:25:18.079421282,9,0,5,0,0,129,3,1,42,1,22,-56.3984,1201.01,79.5727,1003.82,1236.11
38,81,1,1,0,1,2,12,1,8,1,11,1,0,0.866135498,0,0,0,1,0,2020-10-17 16:25:18.515428542,8,0,2,0,0,129,8,1,33,0,193,-56.3984,1201.01,79.5727,1003.39,1236.11
39,85,1,0,1,2,1,13,1,1,8,12,1,0,0.151869470,5,1,15,1,2,2020-10-17 16:25:19.203444481,5,0,3,0,0,129,0,2,36,511,296,-56.3984,1201.01,79.5727,1003.39,1236.11
40,72,1,1,0,1,2,11,1,7,1,6,1,0,30.000648030,5,1,15,0,1,2020-10-17 16:25:23.168464899,6,0,4,0,0,129,7,1,38,1,259,-56.3984,1200.52,79.5727,1003.39,1236.11
41,196,1,0,1,2,1,3,1,1,7,2,1,0,0.152801777,0,0,0,0,1,2020-10-17 16:25:23.216490984,1,0,8,0,0,129,12,1,58,1,108,-56.3984,1200.52,79.5727,1003.39,1236.11
42,72,1,1,0,1,2,11,1,5,1,6,1,0,30.000569430,0,0,0,0,1,2020-10-17 16:25:26.212515116,2,0,1,0,0,129,3,2,32,255,225,-56.3844,1200.52,79.5727,1003.39,1236.11
43,142,1,0,1,2,1,1,1,1,5,15,1,0,0.152982376,0,0,0,0,1,2020-10-17 16:25:26.480537891,3,0,11,0,0,129,2,2,16,15,139,-56.3844,1200.52,79.5727,1003.39,1236.11
44,72,1,1,0,1,2,11,1,10,1,6,1,0,30.000504898,5,1,15,0,1,2020-10-17 16:25:27.904569626,9,0,9,0,0,129,4,0,1,1001,0,-56.3844,1200.52,79.5727,1003.39,1236.11
45,253,1,0,1,2,1,8,1,1,10,8,1,0,0.152977605,0,0,0,0,1,2020-10-17 16:25:28.084617615,0,0,6,0,0,129,12,1,46,1,54,-56.3844,1200.52,79.5727,1003.39,1236.11
46,72,1,1,0,1,2,11,1,9,1,6,1,0,30.000661634,0,0,0,1,2,2020-10-17 16:25:29.400488853,4,0,0,0,0,129,1,2,28,127,166,-56.3844,1200.52,79.5727,1003.39,1236.11
47,182,1,0,1,2,1,2,1,1,9,1,1,0,0.152748473,0,0,0,1,2,2020-10-17 16:25:39.788724661,9,0,9,0,0,129,5,0,1,None,6,-56.3844,1200.52,79.5727,1003.39,1236.11
48,72,1,1,0,1,2,11,1,2,1,6,1,0,30.000419723,26,6,77,0,1,2020-10-17 16:25:41.026804209,7,0,7,0,0,129,12,1,55,2,75,-56.3844,1200.52,80.486,1003.39,1236.11
49,286,1,0,1,2,1,9,1,1,2,9,1,0,0.153174302,0,0,0,0,1,2020-10-17 16:25:48.230927706,9,0,5,0,0,129,6,1,42,1,17,-56.3844,1200.52,80.486,1003.39,1006.02
50,81,1,1,0,1,2,12,1,4,1,11,1,0,25.925905051,12,2,36,1,0,2020-10-17 16:25:48.666875601,8,0,2,0,0,129,9,1,33,0,198,-56.3844,1200.52,80.486,1009.38,1006.02
51,85,1,0,1,2,1,13,1,1,4,12,1,0,0.152577695,0,0,0,0,1,2020-10-17 16:25:49.354865074,5,0,3,0,0,129,1,2,36,511,291,-56.3844,1200.52,80.486,1009.38,1006.02
52,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 16:25:53.319864273,6,0,4,0,0,129,8,1,38,1,258,-56.3844,1207.1,80.486,1009.38,1006.02
53,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:25:53.367945671,1,0,8,0,0,129,13,1,58,1,112,-56.3844,1207.1,80.486,1009.38,1006.02
54,72,1,1,0,1,2,11,1,6,1,6,1,0,30.000157014,7,1,20,0,1,2020-10-17 16:25:56.363943577,2,0,1,0,0,129,4,2,32,255,207,-56.6875,1207.1,80.486,1009.38,1006.02
55,239,1,0,1,2,1,7,1,1,6,7,1,0,0.152387106,0,0,0,0,1,2020-10-17 16:25:56.631959915,3,0,11,0,0,129,3,2,16,15,136,-56.6875,1207.1,80.486,1009.38,1006.02
56,72,1,1,0,1,2,11,1,4,1,6,1,0,3.921749737,0,0,0,0,1,2020-10-17 16:25:58.238051176,0,0,6,0,0,129,13,1,46,1,55,-56.6875,1207.1,80.486,1009.38,1006.02
57,206,1,0,1,2,1,4,1,1,4,3,1,0,0.152267137,0,0,0,0,1,2020-10-17 16:25:59.552014828,4,0,0,0,0,129,2,2,28,127,172,-56.6875,1207.1,80.486,1009.38,1006.02
58,72,1,1,0,1,2,11,1,3,1,6,1,0,30.000302944,0,0,0,0,1,2020-10-17 16:26:11.179337502,7,0,7,0,0,129,13,1,55,2,80,-56.6875,1207.1,80.678,1009.38,1006.02
59,208,1,0,1,2,1,5,1,1,3,4,1,0,0.152266220,0,0,0,0,1,2020-10-17 16:26:18.383337975,9,0,5,0,0,129,7,1,42,1,12,-56.6875,1207.1,80.678,1009.38,1003.52
60,72,1,1,0,1,2,11,1,8,1,6,1,0,28.982149645,11,2,33,0,1,2020-10-17 16:26:18.819382906,8,0,2,0,0,129,10,1,33,0,202,-56.6875,1207.1,80.678,1008.85,1003.52
61,72,1,1,0,1,2,11,1,11,1,6,1,0,30.000103485,0,0,0,0,1,2020-10-17 16:26:19.507370471,5,0,3,0,0,129,2,2,36,511,287,-56.6875,1207.1,80.678,1008.85,1003.52
62,225,1,0,1,2,1,6,1,1,8,5,1,0,0.152319235,0,0,0,0,1,2020-10-17 16:26:23.473405361,6,0,4,0,0,129,9,1,38,1,257,-56.6875,1207.29,80.678,1008.85,1003.52
63,293,1,0,1,2,1,10,1,1,11,10,1,0,0.152387699,0,0,0,1,2,2020-10-17 16:26:23.521445513,1,0,8,0,0,129,14,1,58,1,116,-56.6875,1207.29,80.678,1008.85,1003.52
64,72,1,1,0,1,2,11,1,7,1,6,1,0,30.000190639,10,2,30,0,1,2020-10-17 16:26:26.517373085,2,0,1,0,0,129,5,2,32,255,208,-56.7556,1207.29,80.678,1008.85,1003.52
65,196,1,0,1,2,1,3,1,1,7,2,1,0,0.152307169,0,0,0,0,1,2020-10-17 16:26:26.930573225,3,0,11,0,0,129,4,2,16,15,134,-56.7556,1207.29,80.678,1008.85,1003.52
66,72,1,1,0,1,2,11,1,5,1,6,1,0,30.001004562,0,0,0,0,1,2020-10-17 16:26:28.540805817,0,0,6,0,0,129,14,1,46,1,56,-56.7556,1207.29,80.678,1008.85,1003.52
67,142,1,0,1,2,1,1,1,1,5,15,1,0,0.151406200,0,0,0,0,1,2020-10-17 16:26:29.858515263,4,0,0,0,0,129,3,2,28,127,168,-56.7556,1207.29,80.678,1008.85,1003.52
68,81,1,1,0,1,2,12,1,2,1,11,1,0,16.603841169,0,0,0,1,0,2020-10-17 16:26:41.423120022,7,0,7,0,0,129,14,1,55,2,79,-56.7556,1207.29,80.6764,1008.85,1003.52
69,85,1,0,1,2,1,13,1,1,2,12,1,0,0.151310366,0,0,0,0,1,2020-10-17 16:26:48.623188257,9,0,5,0,0,129,8,1,42,1,13,-56.7556,1207.29,80.6764,1008.85,1003.46
70,72,1,1,0,1,2,11,1,10,1,6,1,0,30.001000253,5,1,15,0,1,2020-10-17 16:26:49.048830748,8,0,2,0,0,129,11,1,33,0,201,-56.7556,1207.29,80.6764,1008.73,1003.46
71,253,1,0,1,2,1,8,1,1,10,8,1,0,0.151529047,0,0,0,0,1,2020-10-17 16:26:49.735294342,5,0,3,0,0,129,3,2,36,511,288,-56.7556,1207.29,80.6764,1008.73,1003.46
72,72,1,1,0,1,2,11,1,9,1,6,1,0,30.000188158,0,0,0,0,1,2020-10-17 16:26:53.703843832,6,0,4,0,0,129,10,1,38,1,256,-56.7556,1207.18,80.6764,1008.73,1003.46
73,182,1,0,1,2,1,2,1,1,9,1,1,0,0.152423844,0,0,0,0,1,2020-10-17 16:26:53.747687578,1,0,8,0,0,129,15,1,58,1,115,-56.7556,1207.18,80.6764,1008.73,1003.46
74,72,1,1,0,1,2,11,1,2,1,6,1,0,13.245600490,25,6,75,0,1,2020-10-17 16:26:56.747331858,2,0,1,0,0,129,6,2,32,255,209,-56.8574,1207.18,80.6764,1008.73,1003.46
75,286,1,0,1,2,1,9,1,1,2,9,1,0,0.152611856,0,0,0,0,1,2020-10-17 16:26:57.159037113,3,0,11,0,0,129,5,2,16,15,132,-56.8574,1207.18,80.6764,1008.73,1003.46
76,81,1,1,0,1,2,12,1,2,1,11,1,0,4.711016716,12,2,36,1,0,2020-10-17 16:26:58.848352432,0,0,6,0,0,129,15,1,46,1,57,-56.8574,1207.18,80.6764,1008.73,1003.46
77,85,1,0,1,2,1,13,1,1,2,12,1,0,0.153081013,6,1,18,0,1,2020-10-17 16:27:00.154171705,4,0,0,0,0,129,4,2,28,127,169,-56.8574,1207.18,80.6764,1008.73,1003.46
78,72,1,1,0,1,2,11,1,6,1,6,1,0,30.000761617,6,1,18,0,1,2020-10-17 16:27:11.647205830,7,0,7,0,0,129,15,1,55,2,78,-56.8574,1207.18,80.6674,1008.73,1003.46
79,239,1,0,1,2,1,7,1,1,6,7,1,0,0.151639174,0,0,0,0,1,2020-10-17 16:27:18.848464727,9,0,5,0,0,129,9,1,42,1,14,-56.8574,1207.18,80.6674,1008.73,1003.45
80,72,1,1,0,1,2,11,1,4,1,6,1,0,30.000703337,0,0,0,0,1,2020-10-17 16:27:19.283359766,8,0,2,0,0,129,12,1,33,0,200,-56.8574,1207.18,80.6674,1008.69,1003.45
81,206,1,0,1,2,1,4,1,1,4,3,1,0,0.151785012,0,0,0,0,1,2020-10-17 16:27:19.963624477,5,0,3,0,0,129,4,2,36,511,289,-56.8574,1207.18,80.6674,1008.69,1003.45
82,72,1,1,0,1,2,11,1,3,1,6,1,0,30.000858699,0,0,0,0,1,2020-10-17 16:27:24.037942171,6,0,4,0,0,129,11,1,38,1,255,-56.8574,20.0,80.6674,1008.69,1003.45
83,208,1,0,1,2,1,5,1,1,3,4,1,0,0.151607714,0,0,0,1,2,2020-10-17 16:27:24.079279184,1,0,8,0,0,129,0,1,58,1,114,-56.8574,20.0,80.6674,1008.69,1003.45
84,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 16:27:26.975404978,2,0,1,0,0,129,7,2,32,255,210,-56.9415,20.0,80.6674,1008.69,1003.45
85,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:27:27.387396097,3,0,11,0,0,129,6,2,16,15,133,-56.9415,20.0,80.6674,1008.69,1003.45
86,72,1,1,0,1,2,11,1,8,1,6,1,0,30.000710004,5,1,15,0,1,2020-10-17 16:27:29.139492750,0,0,6,0,0,129,0,1,46,1,58,-56.9415,20.0,80.6674,1008.69,1003.45
87,72,1,1,0,1,2,11,1,11,1,6,1,0,30.000825573,0,0,0,0,1,2020-10-17 16:27:30.451403618,4,0,0,0,0,129,5,2,28,127,171,-56.9415,20.0,80.6674,1008.69,1003.45
88,225,1,0,1,2,1,6,1,1,8,5,1,0,0.152783705,0,0,0,0,1,2020-10-17 16:27:41.883563519,7,0,7,0,0,129,0,1,55,2,77,-56.9415,20.0,80.6605,1008.69,1003.45
89,293,1,0,1,2,1,10,1,1,11,10,1,0,0.152650922,0,0,0,1,2,2020-10-17 16:27:49.147187471,9,0,5,0,0,129,10,1,42,1,15,-56.9415,20.0,80.6605,1008.69,20.0
90,72,1,1,0,1,2,11,1,7,1,6,1,0,30.000728441,10,2,30,1,2,2020-10-17 16:27:49.586411953,8,0,2,0,0,129,13,1,33,0,199,-56.9415,20.0,80.6605,20.0,20.0
91,196,1,0,1,2,1,3,1,1,7,2,1,0,0.152794821,0,0,0,0,1,2020-10-17 16:27:50.259726763,5,0,3,0,0,129,5,2,36,511,290,-56.9415,20.0,80.6605,20.0,20.0
92,72,1,1,0,1,2,11,1,5,1,6,1,0,30.000668308,0,0,0,0,1,2020-10-17 16:27:54.263632298,6,0,4,0,0,129,12,1,38,1,254,-56.9415,1207.08,80.6605,20.0,20.0
93,142,1,0,1,2,1,1,1,1,5,15,1,0,0.152860173,0,0,0,1,2,2020-10-17 16:27:54.312082529,1,0,8,0,0,129,1,1,58,1,113,-56.9415,1207.08,80.6605,20.0,20.0
94,81,1,1,0,1,2,12,1,6,1,11,1,0,9.673002750,5,1,15,1,0,2020-10-17 16:27:57.198437929,2,0,1,0,0,129,8,2,32,255,211,-57.008,1207.08,80.6605,20.0,20.0
95,85,1,0,1,2,1,13,1,1,6,12,1,0,0.152145544,0,0,0,0,1,2020-10-17 16:27:57.627918243,3,0,11,0,0,129,7,2,16,15,135,-57.008,1207.08,80.6605,20.0,20.0
96,72,1,1,0,1,2,11,1,10,1,6,1,0,30.000478693,0,0,0,0,1,2020-10-17 16:27:59.444051504,0,0,6,0,0,129,1,1,46,1,59,-57.008,1207.08,80.6605,20.0,20.0
97,253,1,0,1,2,1,8,1,1,10,8,1,0,0.150966141,0,0,0,0,1,2020-10-17 16:28:00.770967007,4,0,0,0,0,129,6,2,28,127,170,-57.008,1207.08,80.6605,20.0,20.0
98,72,1,1,0,1,2,11,1,9,1,6,1,0,30.000551765,0,0,0,0,1,2020-10-17 16:28:12.124944687,7,0,7,0,0,129,1,1,55,2,76,-57.008,1207.08,80.6557,20.0,20.0
99,182,1,0,1,2,1,2,1,1,9,1,1,0,0.152814135,0,0,0,0,1,2020-10-17 16:28:13.905294895,8,0,9,0,0,129,14,0,1,1003,1,-57.008,1207.08,80.6557,20.0,20.0
100,81,1,1,0,1,2,12,1,6,1,11,1,0,11.732114695,25,6,75,1,0,2020-10-17 16:28:19.462400436,9,0,5,0,0,129,11,1,42,1,18,-57.008,1207.08,80.6557,20.0,20.0
101,85,1,0,1,2,1,13,1,1,6,12,1,0,0.152040452,0,0,0,0,1,2020-10-17 16:28:19.898555994,8,0,2,0,0,129,15,1,33,0,237,-57.008,1207.08,80.6557,20.0,20.0
102,72,1,1,0,1,2,11,1,2,1,6,1,0,25.136245919,0,0,0,0,1,2020-10-17 16:28:20.565910578,5,0,3,0,0,129,6,2,36,511,285,-57.008,1207.08,80.6557,20.0,20.0
103,286,1,0,1,2,1,9,1,1,2,9,1,0,0.151106680,0,0,0,0,1,2020-10-17 16:28:24.598602772,6,0,4,0,0,129,13,1,38,1,272,-57.008,20.0,80.6557,20.0,20.0
104,72,1,1,0,1,2,11,1,6,1,6,1,0,8.290937102,24,4,72,0,1,2020-10-17 16:28:24.659882069,1,0,8,0,0,129,2,1,58,1,121,-57.008,20.0,80.6557,20.0,20.0
105,239,1,0,1,2,1,7,1,1,6,7,1,0,0.151265864,0,0,0,0,1,2020-10-17 16:28:27.427975655,2,0,1,0,0,129,9,2,32,255,226,-49.6967,20.0,80.6557,20.0,20.0
106,72,1,1,0,1,2,11,1,4,1,6,1,0,30.000219135,0,0,0,0,1,2020-10-17 16:28:27.856215715,3,0,11,0,0,129,8,2,16,15,155,-49.6967,20.0,80.6557,20.0,20.0
107,206,1,0,1,2,1,4,1,1,4,3,1,0,0.151227960,0,0,0,0,1,2020-10-17 16:28:29.735079527,0,0,6,0,0,129,2,1,46,1,40,-49.6967,20.0,80.6557,20.0,20.0
108,72,1,1,0,1,2,11,1,3,1,6,1,0,30.000284084,0,0,0,0,1,2020-10-17 16:28:31.080157280,4,0,0,0,0,129,7,2,28,127,157,-49.6967,20.0,80.6557,20.0,20.0
109,208,1,0,1,2,1,5,1,1,3,4,1,0,0.151136503,0,0,0,0,1,2020-10-17 16:28:42.435364008,7,0,7,0,0,129,2,1,55,2,86,-49.6967,20.0,20.0,20.0,20.0
110,72,1,1,0,1,2,11,1,8,1,6,1,0,30.000246390,11,2,33,0,1,2020-10-17 16:28:43.415409565,9,0,9,0,0,129,12,0,1,1001,0,-49.6967,20.0,20.0,20.0,20.0
111,72,1,1,0,1,2,11,1,11,1,6,1,0,30.000127208,0,0,0,0,1,2020-10-17 16:28:49.790934324,9,0,5,0,0,129,13,1,42,1,10,-49.6967,20.0,20.0,20.0,20.0
112,225,1,0,1,2,1,6,1,1,8,5,1,0,0.151152985,0,0,0,0,1,2020-10-17 16:28:50.199101210,8,0,2,0,0,129,0,1,33,0,239,-49.6967,20.0,20.0,20.0,20.0
113,293,1,0,1,2,1,10,1,1,11,10,1,0,0.151327632,0,0,0,0,1,2020-10-17 16:28:50.354887486,9,0,9,0,0,129,14,0,1,None,6,-49.6967,20.0,20.0,20.0,20.0
114,72,1,1,0,1,2,11,1,7,1,6,1,0,30.000134216,10,2,30,0,1,2020-10-17 16:28:50.880290031,5,0,3,0,0,129,7,2,36,511,283,-49.6967,20.0,20.0,20.0,20.0
115,196,1,0,1,2,1,3,1,1,7,2,1,0,0.151294097,0,0,0,0,1,2020-10-17 16:28:54.943134785,6,0,4,0,0,129,14,1,38,1,273,-49.6967,20.0,20.0,20.0,20.0
116,72,1,1,0,1,2,11,1,5,1,6,1,0,30.000005730,0,0,0,0,1,2020-10-17 16:28:54.985253334,1,0,8,0,0,129,3,1,58,1,123,-49.6967,20.0,20.0,20.0,20.0
117,142,1,0,1,2,1,1,1,1,5,15,1,0,0.151416311,0,0,0,0,1,2020-10-17 16:28:57.724931479,2,0,1,0,0,129,10,2,32,255,221,-50.178,20.0,20.0,20.0,20.0
118,72,1,1,0,1,2,11,1,10,1,6,1,0,30.001153969,5,1,15,0,1,2020-10-17 16:28:58.186717272,3,0,11,0,0,129,9,2,16,15,154,-50.178,20.0,20.0,20.0,20.0
119,253,1,0,1,2,1,8,1,1,10,8,1,0,0.152279523,0,0,0,1,2,2020-10-17 16:29:00.041241884,0,0,6,0,0,129,3,1,46,1,41,-50.178,20.0,20.0,20.0,20.0
120,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:29:01.401746273,4,0,0,0,0,129,8,2,28,127,179,-50.178,20.0,20.0,20.0,20.0
121,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:29:12.743369341,7,0,7,0,0,129,3,1,55,2,85,-50.178,20.0,20.0,20.0,20.0
122,72,1,1,0,1,2,11,1,9,1,6,1,0,30.000198559,5,1,15,0,1,2020-10-17 16:29:17.667304277,7,0,9,0,0,129,4,0,1,None,3,-50.178,20.0,20.0,20.0,20.0
123,182,1,0,1,2,1,2,1,1,9,1,1,0,0.151327399,0,0,0,0,1,2020-10-17 16:29:20.099490881,9,0,5,0,0,129,15,1,42,1,25,-50.178,20.0,20.0,20.0,20.0
124,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,8,2,24,0,1,2020-10-17 16:29:20.527806282,8,0,2,0,0,129,1,1,33,0,228,-50.178,20.0,20.0,20.0,20.0
125,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 16:29:21.176686049,5,0,3,0,0,129,8,2,36,511,274,-50.178,20.0,20.0,20.0,20.0
