,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3
10,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 19:10:21.026786089,4,0,3,0,0,129,10,1,42,1,10,-56.2576,79.8732,1350.54
11,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:10:25.121716022,4,0,5,0,0,129,11,0,1,1100,1,-56.2576,79.8732,1350.54
12,60,0,1,0,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,2020-10-17 19:10:28.470763922,1,0,2,0,0,129,6,1,38,1,54,-56.2576,79.8732,1350.54
13,42,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 19:10:29.640788078,2,0,4,0,0,129,0,1,55,2,25,-56.2576,80.7101,1350.54
14,42,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:10:33.855870008,0,0,0,0,0,129,6,2,32,255,36,-56.7887,80.7101,1350.54
15,60,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:10:36.077820063,2,0,5,0,0,129,1,0,1,78,6,-56.7887,80.7101,1350.54
16,72,1,0,1,1,2,6,1,3,1,4,1,0,-1,5,1,15,0,1,2020-10-17 19:10:46.502906084,4,0,5,0,0,129,12,0,1,1300,5,-56.7887,80.7101,1350.54
17,225,1,1,0,2,1,3,1,1,3,3,1,0,0.051284000,0,0,0,0,1,2020-10-17 19:10:52.877988100,3,0,1,0,0,129,7,1,33,8,33,-56.7887,80.7101,1350.54
18,72,1,0,1,1,2,6,1,4,1,4,1,0,-1,13,3,39,0,1,2020-10-17 19:10:59.979017019,1,0,6,0,0,129,7,3,1,1,60,-56.7887,80.7101,1350.54
19,196,1,1,0,2,1,1,1,1,4,1,1,0,0.051287000,0,0,0,0,1,2020-10-17 19:11:21.326292992,4,0,3,0,0,129,13,1,42,1,8,-56.7887,80.7101,1303.67
20,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,8,2,24,0,1,2020-10-17 19:11:26.931946993,1,0,5,0,0,129,8,0,1,1200,2,-56.7887,80.7101,1303.67
21,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:11:28.781735897,1,0,2,0,0,129,9,1,38,1,53,-56.7887,80.7101,1303.67
22,72,1,0,1,1,2,6,1,2,1,4,1,0,-1,4,1,12,0,1,2020-10-17 19:11:29.961914062,2,0,4,0,0,129,2,1,55,2,23,-56.7887,79.358,1303.67
23,286,1,1,0,2,1,5,1,1,2,6,1,0,0.052423000,0,0,0,1,0,2020-10-17 19:11:34.165546894,0,0,0,0,0,129,7,2,32,255,39,-59.8559,79.358,1303.67
24,81,1,0,1,1,2,7,1,3,1,7,1,0,-1,0,0,0,0,1,2020-10-17 19:11:42.465667963,1,0,5,0,0,129,10,0,1,1100,4,-59.8559,79.358,1303.67
25,85,1,1,0,2,1,8,1,1,3,8,1,0,0.051944000,0,0,0,0,1,2020-10-17 19:11:48.344320059,1,0,5,0,0,129,11,0,1,1100,4,-59.8559,79.358,1303.67
26,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 19:11:53.174583912,3,0,1,0,0,129,8,1,33,8,35,-59.8559,79.358,1303.67
27,81,1,0,1,1,2,7,1,3,1,7,1,0,-1,27,4,108,0,1,2020-10-17 19:12:02.175926924,3,0,5,0,0,129,9,0,1,1000,0,-59.8559,79.358,1303.67
28,85,1,1,0,2,1,8,1,1,3,8,1,0,0.050803000,0,0,0,0,1,2020-10-17 19:12:21.646219969,4,0,3,0,0,129,14,1,42,1,11,-59.8559,79.358,1343.96
29,72,1,0,1,1,2,6,1,6,1,4,1,0,-1,23,4,69,0,1,2020-10-17 19:12:29.148195028,1,0,2,0,0,129,12,1,38,1,59,-59.8559,79.358,1343.96
30,206,1,1,0,2,1,2,1,1,6,2,1,0,0.052357000,0,0,0,0,1,2020-10-17 19:12:30.265465975,2,0,4,0,0,129,3,1,55,2,21,-59.8559,89.0466,1343.96
31,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:12:34.458278894,0,0,0,0,0,129,8,2,32,255,40,-32.2551,89.0466,1343.96
32,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 19:12:47.744018078,3,0,1,0,0,129,10,1,33,0,45,-32.2551,89.0466,1343.96
33,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:13:01.008636951,2,0,5,0,0,129,4,0,1,78,3,-32.2551,89.0466,1343.96
34,60,0,1,0,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,2020-10-17 19:13:21.950175047,4,0,3,0,0,129,15,1,42,1,12,-32.2551,89.0466,1341.64
35,42,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 19:13:29.452441931,1,0,2,0,0,129,13,1,38,1,58,-32.2551,89.0466,1341.64
36,89,1,0,1,1,2,9,1,6,1,9,1,0,-1,5,1,15,0,1,2020-10-17 19:13:30.564044952,2,0,4,0,0,129,5,1,55,2,22,-32.2551,88.8382,1341.64
37,91,1,1,0,2,1,10,1,1,6,10,1,0,0.051223000,0,0,0,0,1,2020-10-17 19:13:33.576045990,1,0,5,0,0,129,14,0,1,1100,4,-32.2551,88.8382,1341.64
38,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,21,5,63,0,1,2020-10-17 19:13:34.761805058,0,0,0,0,0,129,9,2,32,255,41,-33.0281,88.8382,1341.64
39,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 19:13:48.060085058,3,0,1,0,0,129,11,1,33,0,46,-33.0281,88.8382,1341.64
40,81,1,0,1,1,2,7,1,6,1,7,1,0,-1,4,1,12,0,1,2020-10-17 19:13:57.700253963,2,0,5,0,0,129,6,0,1,78,6,-33.0281,88.8382,1341.64
41,85,1,1,0,2,1,8,1,1,6,8,1,0,0.050598000,0,0,0,0,1,2020-10-17 19:14:22.273880959,4,0,3,0,0,129,0,1,42,1,13,-33.0281,88.8382,1350.52
42,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 19:14:29.776171923,1,0,2,0,0,129,15,1,38,1,57,-33.0281,88.8382,1350.52
43,81,1,0,1,1,2,7,1,2,1,7,1,0,-1,12,2,36,0,1,2020-10-17 19:14:30.880067110,2,0,4,0,0,129,7,1,55,2,19,-33.0281,78.0,1350.52
44,85,1,1,0,2,1,8,1,1,2,8,1,0,0.050537000,0,0,0,1,2,2020-10-17 19:14:35.069689035,0,0,0,0,0,129,10,2,32,255,43,-2.09645,78.0,1350.52
45,42,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:14:44.116079092,4,0,5,0,0,129,1,0,1,1300,5,-2.09645,78.0,1350.52
46,60,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 19:14:48.368066072,3,0,1,0,0,129,12,1,33,0,47,-2.09645,78.0,1350.52
47,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,6,1,18,1,2,2020-10-17 19:15:05.968182087,4,0,3,0,0,129,2,1,42,1,7,-2.09645,78.0,1300.0
48,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,6,1,18,1,2,2020-10-17 19:15:16.712291002,4,0,5,0,0,129,3,0,1,1100,1,-2.09645,78.0,1300.0
49,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:15:21.504081964,4,0,3,0,0,129,4,1,42,1,16,-2.09645,78.0,1300.0
50,72,1,0,1,1,2,6,1,5,1,4,1,0,-1,6,1,18,0,1,2020-10-17 19:15:30.100333929,1,0,2,0,0,129,0,1,38,1,56,-2.09645,78.0,1300.0
51,239,1,1,0,2,1,4,1,1,5,5,1,0,0.051412000,0,0,0,0,1,2020-10-17 19:15:31.200165987,2,0,4,0,0,129,8,1,55,2,20,-2.09645,78.0,1300.0
52,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,2020-10-17 19:15:35.369606972,0,0,0,0,0,129,11,2,32,255,42,-21.4144,78.0,1300.0
53,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 19:15:48.668250084,3,0,1,0,0,129,13,1,33,0,44,-21.4144,78.0,1300.0
54,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 19:16:19.789515972,1,0,6,0,0,129,1,3,1,1,61,-21.4144,78.0,1300.0
55,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,2020-10-17 19:16:21.804075003,4,0,3,0,0,129,5,1,42,1,14,-21.4144,78.0,1300.0
56,81,1,0,1,1,2,7,1,5,1,7,1,0,-1,0,0,0,0,1,2020-10-17 19:16:25.804495096,3,0,1,0,0,129,14,1,33,0,48,-21.4144,78.0,1300.0
57,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:16:30.412592888,1,0,2,0,0,129,2,1,38,1,50,-21.4144,78.0,1300.0
58,85,1,1,0,2,1,8,1,1,5,8,1,0,0.051845000,0,0,0,0,1,2020-10-17 19:16:31.508717060,2,0,4,0,0,129,9,1,55,2,27,-21.4144,78.0,1300.0
59,60,0,1,0,0,0,0,0,0,0,0,0,0,-1,5,1,15,1,2,2020-10-17 19:16:33.748184919,2,0,4,0,0,129,10,1,55,2,28,-21.4144,78.0,1300.0
60,42,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 19:16:35.689385891,0,0,0,0,0,129,12,2,32,247,31,122.946,78.0,1300.0
61,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:16:40.388570070,4,0,3,0,0,129,6,1,42,1,15,122.946,78.0,1300.0
62,72,1,0,1,1,2,6,1,3,1,4,1,0,-1,5,1,15,0,1,2020-10-17 19:16:49.284056902,1,0,2,0,0,129,3,1,38,1,51,122.946,78.0,1300.0
63,225,1,1,0,2,1,3,1,1,3,3,1,0,0.051710000,0,0,0,0,1,2020-10-17 19:17:09.193115950,1,0,5,0,0,129,4,0,1,1200,2,122.946,78.0,1300.0
64,72,1,0,1,1,2,6,1,2,1,4,1,0,-1,5,1,15,0,1,2020-10-17 19:17:21.119293928,3,0,5,0,0,129,15,0,1,1000,0,122.946,78.0,1300.0
65,286,1,1,0,2,1,5,1,1,2,6,1,0,0.050898000,0,0,0,1,2,2020-10-17 19:17:25.957272053,3,0,1,0,0,129,0,1,33,8,49,122.946,78.0,1300.0
66,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,1,2,2020-10-17 19:17:28.614326000,2,0,5,0,0,129,11,0,1,78,3,122.946,78.0,1300.0
67,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 19:17:33.902357101,2,0,4,0,0,129,12,1,55,2,29,122.946,34.7259,1300.0
68,42,0,0,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 19:17:35.842434883,0,0,0,0,0,129,13,2,32,247,30,43.5386,34.7259,1300.0
69,72,1,0,1,1,2,6,1,4,1,4,1,0,-1,0,0,0,0,1,2020-10-17 19:17:37.431442022,4,0,5,0,0,129,7,0,1,1100,1,43.5386,34.7259,1300.0
70,196,1,1,0,2,1,1,1,1,4,1,1,0,0.051763000,0,0,0,1,0,2020-10-17 19:17:40.542450905,4,0,3,0,0,129,8,1,42,1,18,43.5386,34.7259,74.1273
71,81,1,0,1,1,2,7,1,2,1,7,1,0,-1,8,2,76,0,1,2020-10-17 19:17:44.985477924,1,0,5,0,0,129,5,0,1,1100,4,43.5386,34.7259,74.1273
72,85,1,1,0,2,1,8,1,1,2,8,1,0,0.050404000,0,0,0,0,1,2020-10-17 19:17:49.437541962,1,0,2,0,0,129,6,1,38,1,52,43.5386,34.7259,74.1273
73,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,5,1,14,0,1,2020-10-17 19:17:53.725613117,2,0,5,0,0,129,13,0,1,78,6,43.5386,34.7259,74.1273
74,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:17:59.511712073,4,0,3,0,0,129,9,1,42,1,17,43.5386,34.7259,74.1273
75,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 19:18:04.944761992,4,0,5,0,0,129,10,0,1,1300,5,43.5386,34.7259,
76,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:18:26.111042023,3,0,1,0,0,129,1,1,33,8,34,43.5386,34.7259,
77,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 19:18:27.045017958,1,0,6,0,0,129,7,3,1,1,60,43.5386,34.7259,
78,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 19:18:34.054130077,2,0,4,0,0,129,14,1,55,2,24,43.5386,34.7259,
79,60,0,1,2,0,0,0,0,0,0,0,0,0,-1,6,1,18,0,1,2020-10-17 19:18:35.994159937,0,0,0,0,0,129,14,2,32,255,38,43.5386,,
