,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4,value5
10,89,1,1,0,1,2,9,1,6,1,9,1,0,7.562565450,6,1,18,1,0,2020-10-17 18:06:03.179254770,1,0,2,0,0,129,3,1,38,1,74,-56.4416,1205.24,79.8731,1005.39,1236.1
11,91,1,0,1,2,1,10,1,1,6,10,1,0,0.152453361,0,0,0,1,2,2020-10-17 18:06:08.551357508,1,0,5,0,0,129,4,0,1,1100,4,-56.4416,1205.24,79.8731,1005.39,1236.1
12,72,1,1,0,1,2,6,1,2,1,4,1,0,30.000815392,29,5,87,0,1,2020-10-17 18:06:09.195384502,4,0,3,0,0,129,2,1,42,1,15,-56.4416,1205.24,79.8731,1005.39,1236.1
13,286,1,0,1,2,1,5,1,1,2,6,1,0,0.152547949,0,0,0,1,2,2020-10-17 18:06:22.237587214,2,0,4,0,0,129,7,1,55,2,31,-56.4416,1205.24,79.9191,1005.39,1236.1
14,81,1,1,0,1,2,7,1,6,1,7,1,0,13.067456103,5,1,15,1,0,2020-10-17 18:06:28.431587696,3,0,5,0,0,129,4,0,1,1001,1,-56.4416,1205.24,79.9191,1005.39,1236.1
15,85,1,0,1,2,1,8,1,1,6,8,1,0,0.151856969,0,0,0,1,2,2020-10-17 18:06:29.954599142,3,0,1,0,0,129,5,1,33,9,40,-56.4416,1205.24,79.9191,1002.6,1236.1
16,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,10,2,30,0,1,2020-10-17 18:06:32.020702362,0,0,0,0,0,129,7,2,32,255,56,-56.3873,1205.24,79.9191,1002.6,1236.1
17,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:06:33.330659389,1,0,2,0,0,129,5,1,38,1,73,-56.3873,1201.18,79.9191,1002.6,1236.1
18,72,1,1,0,1,2,6,1,3,1,4,1,0,30.000737814,6,1,17,0,1,2020-10-17 18:06:39.346786499,4,0,3,0,0,129,3,1,42,1,16,-56.3873,1201.18,79.9191,1002.6,1236.1
19,206,1,0,1,2,1,2,1,1,3,2,1,0,0.151660071,0,0,0,0,1,2020-10-17 18:06:40.911746025,2,0,5,0,0,129,8,0,1,None,3,-56.3873,1201.18,79.9191,1002.6,1236.1
20,72,1,1,0,1,2,6,1,4,1,4,1,0,30.000716325,4,1,12,0,1,2020-10-17 18:06:52.390922070,2,0,4,0,0,129,9,1,55,2,30,-56.3873,1201.18,79.5984,1002.6,1236.1
21,196,1,0,1,2,1,1,1,1,4,1,1,0,0.152657290,0,0,0,0,1,2020-10-17 18:06:53.508891106,4,0,5,0,0,129,4,0,1,1000,0,-56.3873,1201.18,79.5984,1002.6,1236.1
22,72,1,1,0,1,2,6,1,6,1,4,1,0,9.066480352,4,1,12,0,1,2020-10-17 18:07:00.106962204,3,0,1,0,0,129,6,1,33,9,44,-56.3873,1201.18,79.5984,1007.12,1236.1
23,225,1,0,1,2,1,3,1,1,6,3,1,0,0.151505756,0,0,0,0,1,2020-10-17 18:07:01.402031422,2,0,5,0,0,129,10,0,1,82,6,-56.3873,1201.18,79.5984,1007.12,1236.1
24,81,1,1,0,1,2,7,1,6,1,7,1,0,5.220032023,14,3,40,1,0,2020-10-17 18:07:02.174046993,0,0,0,0,0,129,8,2,32,255,51,-55.8195,1201.18,79.5984,1007.12,1236.1
25,85,1,0,1,2,1,8,1,1,6,8,1,0,0.152070800,0,0,0,0,1,2020-10-17 18:07:03.484069824,1,0,2,0,0,129,6,1,38,1,71,-55.8195,1205.36,79.5984,1007.12,1236.1
26,72,1,1,0,1,2,6,1,5,1,4,1,0,30.000650677,0,0,0,0,1,2020-10-17 18:07:09.499095440,4,0,3,0,0,129,5,1,42,1,12,-55.8195,1205.36,79.5984,1007.12,1007.44
27,239,1,0,1,2,1,4,1,1,5,5,1,0,0.151662774,0,0,0,1,2,2020-10-17 18:07:13.533130407,4,0,5,0,0,129,6,0,1,1300,5,-55.8195,1205.36,79.5984,1007.12,1007.44
28,72,1,1,0,1,2,6,1,2,1,4,1,0,30.000528309,41,7,122,0,1,2020-10-17 18:07:22.543257713,2,0,4,0,0,129,11,1,55,2,29,-55.8195,1205.36,80.6649,1007.12,1007.44
29,286,1,0,1,2,1,5,1,1,2,6,1,0,0.151804661,0,0,0,1,2,2020-10-17 18:07:30.260332108,3,0,1,0,0,129,7,1,33,9,46,-55.8195,1205.36,80.6649,1007.22,1007.44
30,81,1,1,0,1,2,7,1,3,1,7,1,0,28.477844619,15,3,45,1,0,2020-10-17 18:07:32.326317072,0,0,0,0,0,129,9,2,32,255,50,-56.7373,1205.36,80.6649,1007.22,1007.44
31,85,1,0,1,2,1,8,1,1,3,8,1,0,0.151447000,0,0,0,0,1,2020-10-17 18:07:33.636331797,1,0,2,0,0,129,7,1,38,1,72,-56.7373,1207.42,80.6649,1007.22,1007.44
32,72,1,1,0,1,2,6,1,3,1,4,1,0,1.371242865,0,0,0,0,1,2020-10-17 18:07:39.741085052,4,0,3,0,0,129,7,1,42,1,10,-56.7373,1207.42,80.6649,1007.22,1002.64
33,206,1,0,1,2,1,2,1,1,3,2,1,0,0.151768612,0,0,0,0,1,2020-10-17 18:07:46.219811201,1,0,5,0,0,129,8,0,1,1200,2,-56.7373,1207.42,80.6649,1007.22,1002.64
34,72,1,1,0,1,2,6,1,4,1,4,1,0,30.000531254,4,1,12,0,1,2020-10-17 18:07:52.845265865,2,0,4,0,0,129,12,1,55,2,26,-56.7373,1207.42,81.6301,1007.22,1002.64
35,196,1,0,1,2,1,1,1,1,4,1,1,0,0.152830498,0,0,0,1,2,2020-10-17 18:08:00.573740721,3,0,1,0,0,129,8,1,33,9,49,-56.7373,1207.42,81.6301,1023.07,1002.64
36,72,1,1,0,1,2,6,1,6,1,4,1,0,24.628310360,4,1,12,0,1,2020-10-17 18:08:02.625784874,0,0,0,0,0,129,10,2,32,255,57,-61.7286,1207.42,81.6301,1023.07,1002.64
37,225,1,0,1,2,1,3,1,1,6,3,1,0,0.150991518,0,0,0,0,1,2020-10-17 18:08:03.970100641,1,0,2,0,0,129,9,1,38,1,79,-61.7286,474.306,81.6301,1023.07,1002.64
38,72,1,1,0,1,2,6,1,5,1,4,1,0,30.000370776,12,3,36,0,1,2020-10-17 18:08:05.364630461,3,0,5,0,0,129,9,0,1,1001,1,-61.7286,474.306,81.6301,1023.07,1002.64
39,239,1,0,1,2,1,4,1,1,5,5,1,0,0.151031229,0,0,0,0,1,2020-10-17 18:08:09.969872475,4,0,3,0,0,129,8,1,42,1,13,-61.7286,474.306,81.6301,1023.07,1020.55
40,81,1,1,0,1,2,7,1,2,1,7,1,0,18.522428236,6,1,18,1,0,2020-10-17 18:08:15.973163128,2,0,5,0,0,129,13,0,1,None,3,-61.7286,474.306,81.6301,1023.07,1020.55
41,85,1,0,1,2,1,8,1,1,2,8,1,0,0.151730646,0,0,0,1,2,2020-10-17 18:08:23.162539244,2,0,4,0,0,129,14,1,55,2,25,-61.7286,474.306,54.4474,1023.07,1020.55
42,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,42,7,126,0,1,2020-10-17 18:08:23.419125795,4,0,5,0,0,129,9,0,1,1300,5,-61.7286,474.306,54.4474,1023.07,1020.55
43,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:08:29.565560102,4,0,5,0,0,129,10,0,1,1300,5,-61.7286,474.306,54.4474,1023.07,1020.55
44,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,12,2,36,0,1,2020-10-17 18:08:30.883171082,3,0,1,0,0,129,10,1,33,0,61,-61.7286,474.306,54.4474,120.214,1020.55
45,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,5,1,15,0,1,2020-10-17 18:08:32.927121639,0,0,0,0,0,129,11,2,32,255,58,-32.5259,474.306,54.4474,120.214,1020.55
46,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:08:34.271167278,1,0,2,0,0,129,10,1,38,1,78,-32.5259,148.637,54.4474,120.214,1020.55
47,72,1,1,0,1,2,6,1,2,1,4,1,0,11.326939631,5,1,15,0,1,2020-10-17 18:08:36.042052031,2,0,5,0,0,129,15,0,1,82,6,-32.5259,148.637,54.4474,120.214,1020.55
48,286,1,0,1,2,1,5,1,1,2,6,1,0,0.152236411,0,0,0,0,1,2020-10-17 18:08:40.195270300,4,0,3,0,0,129,11,1,42,1,8,-32.5259,148.637,54.4474,120.214,1030.54
49,81,1,1,0,1,2,7,1,5,1,7,1,0,14.010403279,0,0,0,1,0,2020-10-17 18:08:40.903533220,1,0,5,0,0,129,11,0,1,1100,4,-32.5259,148.637,54.4474,120.214,1030.54
50,85,1,0,1,2,1,8,1,1,5,8,1,0,0.151701100,0,0,0,1,2,2020-10-17 18:08:47.542214394,1,0,5,0,0,129,12,0,1,1100,4,-32.5259,148.637,54.4474,120.214,1030.54
51,72,1,1,0,1,2,6,1,3,1,4,1,0,30.001147305,15,3,45,0,1,2020-10-17 18:08:53.399994135,2,0,4,0,0,129,0,1,55,2,24,-32.5259,148.637,42.9846,120.214,1030.54
52,206,1,0,1,2,1,2,1,1,3,2,1,0,0.151215650,0,0,0,0,1,2020-10-17 18:09:01.104529142,3,0,1,0,0,129,11,1,33,0,62,-32.5259,148.637,42.9846,117.361,1030.54
53,81,1,1,0,1,2,7,1,2,1,7,1,0,8.859459038,4,1,12,1,0,2020-10-17 18:09:01.475381374,4,0,5,0,0,129,12,0,1,1000,0,-32.5259,148.637,42.9846,117.361,1030.54
54,85,1,0,1,2,1,8,1,1,2,8,1,0,0.151650151,0,0,0,0,1,2020-10-17 18:09:03.155555487,0,0,0,0,0,129,12,2,32,255,59,-23.7289,148.637,42.9846,117.361,1030.54
55,72,1,1,0,1,2,6,1,4,1,4,1,0,30.001074679,0,0,0,0,1,2020-10-17 18:09:04.572624683,1,0,2,0,0,129,13,1,38,1,77,-23.7289,138.88,42.9846,117.361,1030.54
56,196,1,0,1,2,1,1,1,1,4,1,1,0,0.152269933,0,0,0,0,1,2020-10-17 18:09:10.193627596,4,0,5,0,0,129,13,0,1,1000,0,-23.7289,138.88,42.9846,117.361,1030.54
57,72,1,1,0,1,2,6,1,6,1,4,1,0,30.001054592,4,1,12,0,1,2020-10-17 18:09:10.420851946,4,0,3,0,0,129,14,1,42,1,7,-23.7289,138.88,42.9846,117.361,1043.55
58,225,1,0,1,2,1,3,1,1,6,3,1,0,0.152355933,0,0,0,0,1,2020-10-17 18:09:21.683436871,4,0,5,0,0,129,15,0,1,1000,0,-23.7289,138.88,42.9846,117.361,1043.55
59,72,1,1,0,1,2,6,1,5,1,4,1,0,15.839016982,12,3,36,0,1,2020-10-17 18:09:23.635039568,2,0,4,0,0,129,1,1,55,2,23,-23.7289,138.88,46.7055,117.361,1043.55
60,239,1,0,1,2,1,4,1,1,5,5,1,0,0.151187396,0,0,0,0,1,2020-10-17 18:09:31.338571548,3,0,1,0,0,129,12,1,33,0,63,-23.7289,138.88,46.7055,139.57,1043.55
61,81,1,1,0,1,2,7,1,5,1,7,1,0,3.881355983,24,4,60,1,0,2020-10-17 18:09:33.393357754,0,0,0,0,0,129,13,2,32,255,60,-16.0959,138.88,46.7055,139.57,1043.55
62,85,1,0,1,2,1,8,1,1,5,8,1,0,0.152678944,0,0,0,0,1,2020-10-17 18:09:34.873809099,1,0,2,0,0,129,14,1,38,1,76,-16.0959,162.529,46.7055,139.57,1043.55
63,72,1,1,0,1,2,6,1,2,1,4,1,0,20.989692770,28,5,84,0,1,2020-10-17 18:09:40.725893497,4,0,3,0,0,129,0,1,42,1,19,-16.0959,162.529,46.7055,139.57,82.8883
64,286,1,0,1,2,1,5,1,1,2,6,1,0,0.151533616,0,0,0,1,2,2020-10-17 18:09:46.897331238,1,0,6,0,0,129,15,3,1,1,80,-16.0959,162.529,46.7055,139.57,82.8883
65,72,1,1,0,1,2,6,1,3,1,4,1,0,30.000754935,15,3,45,0,1,2020-10-17 18:09:53.870398760,2,0,4,0,0,129,2,1,55,2,35,-16.0959,162.529,46.7789,139.57,82.8883
66,206,1,0,1,2,1,2,1,1,3,2,1,0,0.152614931,4,1,12,0,1,2020-10-17 18:10:01.566819668,3,0,1,0,0,129,13,1,33,0,64,-16.0959,162.529,46.7789,133.507,82.8883
67,72,1,1,0,1,2,6,1,4,1,4,1,0,30.000641148,4,1,12,0,1,2020-10-17 18:10:03.626381874,0,0,0,0,0,129,14,2,32,247,38,136.499,162.529,46.7789,133.507,82.8883
68,196,1,0,1,2,1,1,1,1,4,1,1,0,0.151629044,0,0,0,0,1,2020-10-17 18:10:05.174437284,1,0,2,0,0,129,0,1,38,1,66,136.499,162.206,46.7789,133.507,82.8883
69,72,1,1,0,1,2,6,1,6,1,4,1,0,30.000738148,0,0,0,0,1,2020-10-17 18:10:11.030959368,4,0,3,0,0,129,1,1,42,1,18,136.499,162.206,46.7789,133.507,68.6436
70,225,1,0,1,2,1,3,1,1,6,3,1,0,0.151523770,0,0,0,0,1,2020-10-17 18:10:24.023185730,2,0,4,0,0,129,3,1,55,2,34,136.499,162.206,46.2343,133.507,68.6436
71,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,1,12,0,1,2020-10-17 18:10:31.719204426,3,0,1,0,0,129,14,1,33,0,65,136.499,162.206,46.2343,132.229,68.6436
72,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:10:31.877233982,1,0,5,0,0,129,1,0,1,1200,2,136.499,162.206,46.2343,132.229,68.6436
73,72,1,1,0,1,2,6,1,5,1,4,1,0,25.966613839,8,2,24,0,1,2020-10-17 18:10:33.778385639,0,0,0,0,0,129,15,2,32,247,39,117.898,162.206,46.2343,132.229,68.6436
74,239,1,0,1,2,1,4,1,1,5,5,1,0,0.241340937,0,0,0,1,2,2020-10-17 18:10:35.327286959,1,0,2,0,0,129,2,1,38,1,67,117.898,261.29,46.2343,132.229,68.6436
75,81,1,1,0,1,2,7,1,6,1,7,1,0,12.265850662,18,3,54,1,0,2020-10-17 18:10:38.543318033,1,0,5,0,0,129,3,0,1,1100,4,117.898,261.29,46.2343,132.229,68.6436
76,85,1,0,1,2,1,8,1,1,6,8,1,0,0.317628726,6,1,18,1,2,2020-10-17 18:10:41.184357405,4,0,3,0,0,129,2,1,42,1,17,117.898,261.29,46.2343,132.229,63.4506
77,72,1,1,0,1,2,6,1,2,1,4,1,0,30.000455132,21,3,63,0,1,2020-10-17 18:10:47.965359688,3,0,5,0,0,129,15,0,1,1001,1,117.898,261.29,46.2343,132.229,63.4506
78,286,1,0,1,2,1,5,1,1,2,6,1,0,0.301553092,0,0,0,1,2,2020-10-17 18:10:53.812497377,2,0,5,0,0,129,4,0,1,None,3,117.898,261.29,46.2343,132.229,63.4506
79,72,1,1,0,1,2,6,1,3,1,4,1,0,30.000384754,15,3,45,0,1,2020-10-17 18:10:54.176467657,2,0,4,0,0,129,5,1,55,2,21,117.898,261.29,36.9009,132.229,63.4506
80,206,1,0,1,2,1,2,1,1,3,2,1,0,0.313023780,4,1,12,1,2,2020-10-17 18:11:01.871649981,3,0,1,0,0,129,0,1,33,9,48,117.898,261.29,36.9009,929.389,63.4506
81,72,1,1,0,1,2,6,1,4,1,4,1,0,30.000335385,4,1,12,1,2,2020-10-17 18:11:02.225562811,4,0,5,0,0,129,3,0,1,1000,0,117.898,261.29,36.9009,929.389,63.4506
82,196,1,0,1,2,1,1,1,1,4,1,1,0,0.299132354,0,0,0,1,2,2020-10-17 18:11:03.931568384,0,0,0,0,0,129,0,2,32,247,37,4.39814,261.29,36.9009,929.389,63.4506
83,72,1,1,0,1,2,6,1,6,1,4,1,0,17.416880970,0,0,0,0,1,2020-10-17 18:11:05.479592800,1,0,2,0,0,129,4,1,38,1,68,4.39814,1097.41,36.9009,929.389,63.4506
84,225,1,0,1,2,1,3,1,1,6,3,1,0,0.333408480,0,0,0,1,2,2020-10-17 18:11:11.336698532,4,0,3,0,0,129,4,1,42,1,20,4.39814,1097.41,36.9009,929.389,942.423
85,81,1,1,0,1,2,7,1,3,1,7,1,0,4.482984393,4,1,12,1,0,2020-10-17 18:11:12.596659184,2,0,5,0,0,129,6,0,1,None,3,4.39814,1097.41,36.9009,929.389,942.423
86,85,1,0,1,2,1,8,1,1,3,8,1,0,0.307905523,0,0,0,1,2,2020-10-17 18:11:15.575669765,2,0,5,0,0,129,7,0,1,82,6,4.39814,1097.41,36.9009,929.389,942.423
87,72,1,1,0,1,2,6,1,5,1,4,1,0,30.000622930,10,2,31,0,1,2020-10-17 18:11:23.160697460,4,0,5,0,0,129,5,0,1,1300,5,4.39814,1097.41,36.9009,929.389,942.423
88,239,1,0,1,2,1,4,1,1,5,5,1,0,0.228164535,1,0,2,1,2,2020-10-17 18:11:24.327754974,2,0,4,0,0,129,8,1,55,2,22,4.39814,1097.41,78.6537,929.389,942.423
89,81,1,1,0,1,2,7,1,2,1,7,1,0,22.820301252,18,3,54,1,0,2020-10-17 18:11:32.024815321,3,0,1,0,0,129,1,1,33,9,47,4.39814,1097.41,78.6537,1002.94,942.423
90,85,1,0,1,2,1,8,1,1,2,8,1,0,0.307596001,0,0,0,1,2,2020-10-17 18:11:34.084861040,0,0,0,0,0,129,1,2,32,247,36,-2.21814,1097.41,78.6537,1002.94,942.423
91,72,1,1,0,1,2,6,1,2,1,4,1,0,6.872516004,23,4,68,0,1,2020-10-17 18:11:35.632861853,1,0,2,0,0,129,5,1,38,1,69,-2.21814,1195.75,78.6537,1002.94,942.423
92,286,1,0,1,2,1,5,1,1,2,6,1,0,0.316860162,0,0,0,0,1,2020-10-17 18:11:41.489882469,4,0,3,0,0,129,6,1,42,1,9,-2.21814,1195.75,78.6537,1002.94,997.738
93,81,1,1,0,1,2,7,1,5,1,7,1,0,13.219809114,0,0,0,1,0,2020-10-17 18:11:41.573828936,1,0,6,0,0,129,6,3,1,1,80,-2.21814,1195.75,78.6537,1002.94,997.738
94,85,1,0,1,2,1,8,1,1,5,8,1,0,0.229444079,0,0,0,1,2,2020-10-17 18:11:54.480081558,2,0,4,0,0,129,9,1,55,2,27,-2.21814,1195.75,78.7749,1002.94,997.738
95,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,15,3,45,0,1,2020-10-17 18:12:02.177100658,3,0,1,0,0,129,2,1,33,9,43,-2.21814,1195.75,78.7749,1001.34,997.738
96,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:12:04.237174034,0,0,0,0,0,129,2,2,32,255,53,-68.1646,1195.75,78.7749,1001.34,997.738
97,81,1,1,0,1,2,7,1,5,1,7,1,0,5.841068097,0,0,0,1,0,2020-10-17 18:12:05.785105467,1,0,2,0,0,129,7,1,38,1,70,-68.1646,1195.75,78.7749,1001.34,997.738
98,85,1,0,1,2,1,8,1,1,5,8,1,0,0.305366328,0,0,0,0,1,2020-10-17 18:12:11.643200874,4,0,3,0,0,129,7,1,42,1,11,-68.1646,,78.7749,1001.34,997.738
99,72,1,1,0,1,2,6,1,3,1,4,1,0,25.210225749,4,1,12,0,1,2020-10-17 18:12:24.633383989,2,0,4,0,0,129,10,1,55,2,28,-68.1646,,78.7749,1001.34,
100,206,1,0,1,2,1,2,1,1,3,2,1,0,0.308314917,0,0,0,0,1,2020-10-17 18:12:32.330416203,3,0,1,0,0,129,3,1,33,9,45,-68.1646,,,1001.34,
101,72,1,1,0,1,2,6,1,4,1,4,1,0,30.000880646,4,1,12,1,2,2020-10-17 18:12:34.389407873,0,0,0,0,0,129,3,2,32,255,52,-68.1646,,,,
