,frame_len,frame_protocols,eth_src,eth_dst,ip_src,ip_dst,ip_len,ip_flags,tcp_srcport,tcp_dstport,tcp_len,tcp_flags,tcp_retransmission,tcp_rtt,flow_count,flow_final_count,packets,snort_alert,snort_alert_type,Time,LL_dnp3_src,LL_dnp3_dst,LL_dnp3_len,LL_dnp3_ctl,TL_dnp3_tr_ctl,AL_dnp3_al_func,AL_dnp3_al_ctl,AL_dnp3_obj,DNP3 Object Count,DNP3 Objects,AL_Payload,value1,value2,value3,value4,value5
10,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,4,1,64,0,1,2020-10-17 18:39:37.652829647,2,0,0,0,0,129,11,2,32,255,66,-56.4089,1211.68,,1005.24,1236.11
11,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:39:44.009826183,5,0,9,0,0,129,2,3,1,1,108,-56.4089,1211.68,,1005.24,1236.11
12,81,1,1,0,1,2,11,1,5,1,10,1,0,20.552456507,24,4,72,1,0,2020-10-17 18:39:47.264863491,5,0,9,0,0,129,3,3,1,1,107,-56.4089,1211.68,,1005.24,1236.11
13,85,1,0,1,2,1,12,1,1,5,11,1,0,0.152697555,0,0,0,1,2,2020-10-17 18:39:48.253039597,6,0,6,0,0,129,1,1,55,2,34,-56.4089,1211.68,100.068,1005.24,1236.11
14,72,1,1,0,1,2,10,1,7,1,5,1,0,-1,16,3,48,0,1,2020-10-17 18:39:51.478924513,7,0,8,0,0,129,4,0,1,1000,0,-56.4089,1211.68,100.068,1005.24,1236.11
15,208,1,0,1,2,1,4,1,1,7,3,1,0,0.151929733,0,0,0,0,1,2020-10-17 18:39:56.697981596,5,0,3,0,0,129,4,1,38,1,89,-56.4089,1200.86,100.068,1005.24,1236.11
16,72,1,1,0,1,2,10,1,10,1,5,1,0,-1,5,1,80,0,1,2020-10-17 18:39:57.018055677,6,0,8,0,0,129,2,0,1,78,3,-56.4089,1200.86,100.068,1005.24,1236.11
17,239,1,0,1,2,1,6,1,1,10,6,1,0,0.151965707,0,0,0,1,2,2020-10-17 18:39:57.992054224,3,0,10,0,0,129,11,2,16,15,49,-56.4089,1200.86,100.068,1005.24,1236.11
18,81,1,1,0,1,2,11,1,5,1,10,1,0,11.592017257,19,3,109,1,0,2020-10-17 18:39:59.026091576,2,0,0,0,0,129,10,2,32,255,67,-58.7529,1200.86,100.068,1005.24,1236.11
19,85,1,0,1,2,1,12,1,1,5,11,1,0,0.152077298,0,0,0,0,1,2020-10-17 18:40:02.018102884,6,0,8,0,0,129,3,0,1,78,6,-58.7529,1200.86,100.068,1005.24,1236.11
20,72,1,1,0,1,2,10,1,8,1,5,1,0,-1,16,4,48,0,1,2020-10-17 18:40:04.853099108,7,0,1,0,0,129,5,1,33,8,60,-58.7529,1200.86,100.068,1001.04,1236.11
21,253,1,0,1,2,1,7,1,1,8,7,1,0,0.152054546,0,0,0,0,1,2020-10-17 18:40:07.759119511,8,0,8,0,0,129,5,0,1,1000,0,-58.7529,1200.86,100.068,1001.04,1236.11
22,72,1,1,0,1,2,10,1,3,1,5,1,0,-1,4,1,64,0,1,2020-10-17 18:40:09.637195826,1,0,7,0,0,129,11,1,58,1,39,-58.7529,1200.86,100.068,1001.04,1236.11
23,196,1,0,1,2,1,2,1,1,3,1,1,0,0.152126510,0,0,0,0,1,2020-10-17 18:40:15.822153330,8,0,8,0,0,129,6,0,1,1300,5,-58.7529,1200.86,100.068,1001.04,1236.11
24,89,1,1,0,1,2,13,1,5,1,12,1,0,14.864205306,20,4,112,1,0,2020-10-17 18:40:22.947346210,4,0,2,0,0,129,11,2,36,511,93,-58.7529,1200.86,100.068,1001.04,1236.11
25,91,1,0,1,2,1,14,1,1,5,13,1,0,0.151916833,0,0,0,0,1,2020-10-17 18:40:24.142249346,8,0,4,0,0,129,7,1,42,1,9,-58.7529,1200.86,100.068,1001.04,1006.8
26,89,1,1,0,1,2,13,1,5,1,12,1,0,3.103353442,12,2,36,1,0,2020-10-17 18:40:37.164482594,0,0,5,0,0,129,11,1,46,1,20,-58.7529,1200.86,100.068,1001.04,1006.8
27,91,1,0,1,2,1,14,1,1,5,13,1,0,0.151684059,0,0,0,0,1,2020-10-17 18:40:37.806371212,2,0,0,0,0,129,12,2,32,255,64,-56.6415,1200.86,100.068,1001.04,1006.8
28,72,1,1,0,1,2,10,1,2,1,5,1,0,-1,0,0,0,0,1,2020-10-17 18:40:48.405785084,6,0,6,0,0,129,4,1,55,2,35,-56.6415,1200.86,79.4577,1001.04,1006.8
29,286,1,0,1,2,1,8,1,1,2,8,1,0,0.151343864,6,1,18,0,1,2020-10-17 18:40:57.016575574,5,0,3,0,0,129,5,1,38,1,88,-56.6415,20.0,79.4577,1001.04,1006.8
30,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:40:58.306299448,3,0,10,0,0,129,12,2,16,15,48,-56.6415,20.0,79.4577,1001.04,1006.8
31,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:40:59.334050894,2,0,0,0,0,129,11,2,32,255,63,-56.7535,20.0,79.4577,1001.04,1006.8
32,81,1,1,0,1,2,11,1,6,1,10,1,0,46.626102825,5,1,15,1,0,2020-10-17 18:41:05.173001766,7,0,1,0,0,129,6,1,33,8,62,-56.7535,20.0,79.4577,20.0,1006.8
33,85,1,0,1,2,1,12,1,1,6,11,1,0,0.152275186,0,0,0,1,2,2020-10-17 18:41:09.858693600,1,0,7,0,0,129,12,1,58,1,40,-56.7535,20.0,79.4577,20.0,1006.8
34,72,1,1,0,1,2,10,1,5,1,5,1,0,9.280824636,16,3,61,0,1,2020-10-17 18:41:12.618186235,5,0,8,0,0,129,6,0,1,1200,1,-56.7535,20.0,79.4577,20.0,1006.8
35,225,1,0,1,2,1,5,1,1,5,4,1,0,0.152293293,0,0,0,0,1,2020-10-17 18:41:18.114872932,5,0,8,0,0,129,7,0,1,1200,1,-56.7535,20.0,79.4577,20.0,1006.8
36,81,1,1,0,1,2,11,1,2,1,10,1,0,8.612958329,0,0,0,1,0,2020-10-17 18:41:23.242167234,4,0,2,0,0,129,12,2,36,511,92,-56.7535,20.0,79.4577,20.0,1006.8
37,85,1,0,1,2,1,12,1,1,2,11,1,0,0.152057630,0,0,0,0,1,2020-10-17 18:41:24.370328665,8,0,4,0,0,129,8,1,42,1,8,-56.7535,20.0,79.4577,20.0,1002.56
38,72,1,1,0,1,2,10,1,4,1,5,1,0,60.001161739,0,0,0,0,1,2020-10-17 18:41:30.721069336,5,0,8,0,0,129,8,0,1,1200,1,-56.7535,20.0,79.4577,20.0,1002.56
39,142,1,0,1,2,1,1,1,1,4,14,1,0,0.151336294,0,0,0,0,1,2020-10-17 18:41:36.548943996,5,0,8,0,0,129,9,0,1,1100,4,-56.7535,20.0,79.4577,20.0,1002.56
40,72,1,1,0,1,2,10,1,11,1,5,1,0,60.001152018,10,2,95,0,1,2020-10-17 18:41:37.458445311,0,0,5,0,0,129,12,1,46,1,21,-56.7535,20.0,79.4577,20.0,1002.56
41,196,1,0,1,2,1,2,1,1,11,1,1,0,0.151366324,0,0,0,0,1,2020-10-17 18:41:38.107015848,2,0,0,0,0,129,13,2,32,255,69,-59.5381,20.0,79.4577,20.0,1002.56
42,81,1,1,0,1,2,11,1,2,1,10,1,0,4.848477280,9,2,92,1,0,2020-10-17 18:41:48.725039005,6,0,6,0,0,129,5,1,55,2,33,-59.5381,20.0,20.0,20.0,1002.56
43,85,1,0,1,2,1,12,1,1,2,11,1,0,0.151569891,0,0,0,0,1,2020-10-17 18:41:55.415857553,7,0,8,0,0,129,7,0,1,1000,0,-59.5381,20.0,20.0,20.0,1002.56
44,72,1,1,0,1,2,10,1,6,1,5,1,0,13.222766287,4,1,12,0,1,2020-10-17 18:41:57.246401310,5,0,3,0,0,129,10,1,38,1,106,-59.5381,307.339,20.0,20.0,1002.56
45,206,1,0,1,2,1,3,1,1,6,2,1,0,0.151408198,0,0,0,1,2,2020-10-17 18:41:58.535773038,3,0,10,0,0,129,13,2,16,15,56,-59.5381,307.339,20.0,20.0,1002.56
46,81,1,1,0,1,2,11,1,10,1,10,1,0,43.616646861,4,1,12,1,0,2020-10-17 18:41:59.560932875,2,0,0,0,0,129,12,2,32,255,70,-24.9518,307.339,20.0,20.0,1002.56
47,85,1,0,1,2,1,12,1,1,10,11,1,0,0.152816754,0,0,0,1,2,2020-10-17 18:41:59.986772060,7,0,8,0,0,129,8,0,1,1000,0,-24.9518,307.339,20.0,20.0,1002.56
48,72,1,1,0,1,2,10,1,9,1,5,1,0,60.001073105,4,1,12,0,1,2020-10-17 18:42:04.719841719,7,0,8,0,0,129,9,0,1,1000,0,-24.9518,307.339,20.0,20.0,1002.56
49,293,1,0,1,2,1,9,1,1,9,9,1,0,0.151559644,0,0,0,1,2,2020-10-17 18:42:05.406223297,7,0,1,0,0,129,10,1,33,8,81,-24.9518,307.339,20.0,1050.83,1002.56
50,81,1,1,0,1,2,11,1,10,1,10,1,0,7.911555782,22,4,118,1,2,2020-10-17 18:42:10.086171865,1,0,7,0,0,129,13,1,58,1,46,-24.9518,307.339,20.0,1050.83,1002.56
51,85,1,0,1,2,1,12,1,1,10,11,1,0,0.151477935,0,0,0,1,2,2020-10-17 18:42:15.258288622,6,0,8,0,0,129,6,0,1,78,3,-24.9518,307.339,20.0,1050.83,1002.56
52,72,1,1,0,1,2,10,1,7,1,5,1,0,60.001099951,17,3,51,0,1,2020-10-17 18:42:23.467625618,4,0,2,0,0,129,13,2,36,511,100,-24.9518,307.339,20.0,1050.83,1002.56
53,208,1,0,1,2,1,4,1,1,7,3,1,0,0.152554333,0,0,0,1,2,2020-10-17 18:42:23.721799135,6,0,8,0,0,129,7,0,1,78,3,-24.9518,307.339,20.0,1050.83,1002.56
54,72,1,1,0,1,2,10,1,10,1,5,1,0,8.168491753,10,2,95,0,1,2020-10-17 18:42:24.604396820,8,0,4,0,0,129,9,1,42,1,11,-24.9518,307.339,20.0,1050.83,1021.12
55,239,1,0,1,2,1,6,1,1,10,6,1,0,0.151604266,0,0,0,0,1,2020-10-17 18:42:36.704616308,6,0,8,0,0,129,8,0,1,78,6,-24.9518,307.339,20.0,1050.83,1021.12
56,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,11,2,32,0,1,2020-10-17 18:42:37.761893988,0,0,5,0,0,129,13,1,46,1,26,-24.9518,307.339,20.0,1050.83,1021.12
57,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:42:38.406645298,2,0,0,0,0,129,14,2,32,255,71,-13.1198,307.339,20.0,1050.83,1021.12
58,72,1,1,0,1,2,10,1,8,1,5,1,0,60.000901249,18,4,53,0,1,2020-10-17 18:42:40.906247377,6,0,8,0,0,129,9,0,1,78,3,-13.1198,307.339,20.0,1050.83,1021.12
59,253,1,0,1,2,1,7,1,1,8,7,1,0,0.152692683,0,0,0,0,1,2020-10-17 18:42:48.596621275,7,0,8,0,0,129,11,0,1,1000,0,-13.1198,307.339,20.0,1050.83,1021.12
60,72,1,1,0,1,2,10,1,3,1,5,1,0,60.000815950,4,1,12,1,2,2020-10-17 18:42:49.032679319,6,0,6,0,0,129,10,1,55,2,28,-13.1198,307.339,20.0,1050.83,1021.12
61,196,1,0,1,2,1,2,1,1,3,1,1,0,0.152725505,0,0,0,1,2,2020-10-17 18:42:57.548465729,5,0,3,0,0,129,11,1,38,1,105,-13.1198,20.0,20.0,1050.83,1021.12
62,72,1,1,0,1,2,10,1,2,1,5,1,0,46.235631360,32,6,148,0,1,2020-10-17 18:42:58.838490963,3,0,10,0,0,129,14,2,16,15,55,-13.1198,20.0,20.0,1050.83,1021.12
63,286,1,0,1,2,1,8,1,1,2,8,1,0,0.152050902,0,0,0,1,2,2020-10-17 18:42:59.060546875,6,0,8,0,0,129,11,0,1,78,3,-13.1198,20.0,20.0,1050.83,1021.12
64,72,1,1,0,1,2,10,1,5,1,5,1,0,60.000717180,21,4,63,0,1,2020-10-17 18:42:59.862067699,2,0,0,0,0,129,13,2,32,255,73,-3.06771,20.0,20.0,1050.83,1021.12
65,225,1,0,1,2,1,5,1,1,5,4,1,0,0.317876776,0,0,0,0,1,2020-10-17 18:43:05.716507435,7,0,1,0,0,129,12,1,33,0,83,-3.06771,20.0,20.0,20.0,1021.12
66,72,1,1,0,1,2,10,1,4,1,5,1,0,60.000686413,5,1,15,0,1,2020-10-17 18:43:10.313830137,1,0,7,0,0,129,14,1,58,1,42,-3.06771,20.0,20.0,20.0,1021.12
67,142,1,0,1,2,1,1,1,1,4,14,1,0,0.313558820,0,0,0,0,1,2020-10-17 18:43:23.690875292,4,0,2,0,0,129,14,2,36,511,98,-3.06771,20.0,20.0,20.0,1021.12
68,72,1,1,0,1,2,10,1,11,1,5,1,0,60.000544644,0,0,0,0,1,2020-10-17 18:43:24.832976103,8,0,4,0,0,129,10,1,42,1,12,-3.06771,20.0,20.0,20.0,1030.04
69,196,1,0,1,2,1,2,1,1,11,1,1,0,0.307414562,5,1,15,1,2,2020-10-17 18:43:38.058117867,0,0,5,0,0,129,14,1,46,1,22,-3.06771,20.0,20.0,20.0,1030.04
70,72,1,1,0,1,2,10,1,6,1,5,1,0,60.000616991,8,2,24,0,1,2020-10-17 18:43:38.642349720,2,0,0,0,0,129,15,2,32,255,74,-2.34835,20.0,20.0,20.0,1030.04
71,206,1,0,1,2,1,3,1,1,6,2,1,0,0.319285628,0,0,0,0,1,2020-10-17 18:43:49.336852312,6,0,6,0,0,129,12,1,55,2,30,-2.34835,20.0,20.0,20.0,1030.04
72,72,1,1,0,1,2,10,1,9,1,5,1,0,60.000536436,12,3,36,1,2,2020-10-17 18:43:57.777507782,5,0,3,0,0,129,12,1,38,1,104,-2.34835,106.261,20.0,20.0,1030.04
73,293,1,0,1,2,1,9,1,1,9,9,1,0,0.220961297,0,0,0,1,2,2020-10-17 18:43:59.066283941,3,0,10,0,0,129,15,2,16,15,53,-2.34835,106.261,20.0,20.0,1030.04
74,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,31,5,103,0,1,2020-10-17 18:44:00.089850187,2,0,0,0,0,129,14,2,32,255,75,-3.6277,106.261,20.0,20.0,1030.04
75,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,2020-10-17 18:44:05.944986820,7,0,1,0,0,129,13,1,33,0,84,-3.6277,106.261,20.0,89.8523,1030.04
76,81,1,1,0,1,2,11,1,5,1,10,1,0,15.377624186,6,1,18,1,0,2020-10-17 18:44:10.554146051,1,0,7,0,0,129,15,1,58,1,43,-3.6277,106.261,20.0,89.8523,1030.04
77,85,1,0,1,2,1,12,1,1,5,11,1,0,0.223986670,0,0,0,1,2,2020-10-17 18:44:23.917916298,4,0,2,0,0,129,15,2,36,511,95,-3.6277,106.261,20.0,89.8523,1030.04
78,81,1,1,0,1,2,11,1,5,1,10,1,0,5.268818368,18,3,54,1,0,2020-10-17 18:44:25.063802003,8,0,4,0,0,129,11,1,42,1,13,-3.6277,106.261,20.0,89.8523,1029.46
79,85,1,0,1,2,1,12,1,1,5,11,1,0,0.227868302,0,0,0,1,2,2020-10-17 18:44:38.357978821,0,0,5,0,0,129,15,1,46,1,23,-3.6277,106.261,20.0,89.8523,1029.46
80,72,1,1,0,1,2,10,1,7,1,5,1,0,60.000473485,11,2,33,0,1,2020-10-17 18:44:38.875208616,2,0,0,0,0,129,0,2,32,255,76,-5.71701,106.261,20.0,89.8523,1029.46
81,208,1,0,1,2,1,4,1,1,7,3,1,0,0.294347614,0,0,0,0,1,2020-10-17 18:44:49.640221834,6,0,6,0,0,129,13,1,55,2,31,-5.71701,106.261,20.0,89.8523,1029.46
82,72,1,1,0,1,2,10,1,10,1,5,1,0,60.000462735,5,1,15,0,1,2020-10-17 18:44:58.002113104,5,0,3,0,0,129,13,1,38,1,103,-5.71701,105.358,20.0,89.8523,1029.46
83,239,1,0,1,2,1,6,1,1,10,6,1,0,0.227616588,0,0,0,1,2,2020-10-17 18:44:59.361649036,3,0,10,0,0,129,0,2,16,15,52,-5.71701,105.358,20.0,89.8523,1029.46
84,81,1,1,0,1,2,11,1,5,1,10,1,0,12.290437353,15,3,45,1,0,2020-10-17 18:45:00.385571003,2,0,0,0,0,129,15,2,32,255,77,-6.66852,105.358,20.0,89.8523,1029.46
85,85,1,0,1,2,1,12,1,1,5,11,1,0,0.315759088,0,0,0,1,2,2020-10-17 18:45:06.260514974,7,0,1,0,0,129,14,1,33,0,86,-6.66852,105.358,20.0,20.0,1029.46
86,81,1,1,0,1,2,11,1,5,1,10,1,0,5.516025743,12,3,36,1,0,2020-10-17 18:45:10.845472097,1,0,7,0,0,129,0,1,58,1,45,-6.66852,105.358,20.0,20.0,1029.46
87,85,1,0,1,2,1,12,1,1,5,11,1,0,0.311848922,0,0,0,0,1,2020-10-17 18:45:24.141966105,4,0,2,0,0,129,0,2,36,511,96,-6.66852,105.358,20.0,20.0,1029.46
88,72,1,1,0,1,2,10,1,8,1,5,1,0,60.000275493,4,1,12,0,1,2020-10-17 18:45:25.289917946,8,0,4,0,0,129,12,1,42,1,14,-6.66852,105.358,20.0,20.0,1029.29
89,253,1,0,1,2,1,7,1,1,8,7,1,0,0.293687169,0,0,0,0,1,2020-10-17 18:45:38.581912279,0,0,5,0,0,129,0,1,46,1,24,-6.66852,105.358,20.0,20.0,1029.29
90,72,1,1,0,1,2,10,1,3,1,5,1,0,60.000310958,4,1,80,0,1,2020-10-17 18:45:39.129302979,2,0,0,0,0,129,1,2,32,255,78,-8.0692,105.358,20.0,20.0,1029.29
91,196,1,0,1,2,1,2,1,1,3,1,1,0,0.300333787,0,0,0,1,2,2020-10-17 18:45:49.955265522,6,0,6,0,0,129,14,1,55,2,32,-8.0692,105.358,20.0,20.0,1029.29
92,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,28,5,78,0,1,2020-10-17 18:45:58.312106609,5,0,3,0,0,129,14,1,38,1,102,-8.0692,20.0,20.0,20.0,1029.29
93,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:45:59.665516615,3,0,10,0,0,129,1,2,16,15,51,-8.0692,20.0,20.0,20.0,1029.29
94,60,0,2,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:46:00.701564550,2,0,0,0,0,129,0,2,32,255,79,-8.70113,20.0,20.0,20.0,1029.29
95,72,1,1,0,1,2,10,1,2,1,5,1,0,60.001044589,6,1,18,0,1,2020-10-17 18:46:06.572461843,7,0,1,0,0,129,15,1,33,0,85,-8.70113,20.0,20.0,20.0,1029.29
96,286,1,0,1,2,1,8,1,1,2,8,1,0,0.318209228,0,0,0,1,2,2020-10-17 18:46:11.149972677,1,0,7,0,0,129,1,1,58,1,44,-8.70113,20.0,20.0,20.0,1029.29
97,60,0,0,1,0,0,0,0,0,0,0,0,0,-1,16,3,48,0,1,2020-10-17 18:46:24.368304014,4,0,2,0,0,129,1,2,36,511,97,-8.70113,20.0,20.0,20.0,1029.29
98,42,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2020-10-17 18:46:25.330227137,8,0,4,0,0,129,1,1,42,1,15,-8.70113,20.0,20.0,20.0,1029.2
99,81,1,1,0,1,2,11,1,6,1,10,1,0,50.015674574,5,1,15,1,0,2020-10-17 18:46:25.936233997,8,0,4,0,0,129,3,1,42,1,16,-8.70113,20.0,20.0,20.0,20.0
100,85,1,0,1,2,1,12,1,1,6,11,1,0,0.227181369,0,0,0,1,2,2020-10-17 18:46:38.804467916,0,0,5,0,0,129,1,1,46,1,25,-8.70113,20.0,20.0,20.0,20.0
101,72,1,1,0,1,2,10,1,5,1,5,1,0,20.468775249,0,0,0,0,1,2020-10-17 18:46:39.362612247,2,0,0,0,0,129,2,2,32,255,80,-9.64224,20.0,20.0,20.0,20.0
102,225,1,0,1,2,1,5,1,1,5,4,1,0,0.228681959,5,1,15,0,1,2020-10-17 18:46:40.571672440,8,0,8,0,0,129,4,0,1,1000,0,-9.64224,20.0,20.0,20.0,20.0
103,72,1,1,0,1,2,10,1,4,1,5,1,0,60.000482054,0,0,0,0,1,2020-10-17 18:46:44.287975788,8,0,8,0,0,129,5,0,1,1000,0,-9.64224,20.0,20.0,20.0,20.0
104,142,1,0,1,2,1,1,1,1,4,14,1,0,0.228991516,0,0,0,0,1,2020-10-17 18:46:49.942489862,8,0,8,0,0,129,6,0,1,1300,2,-9.64224,20.0,20.0,20.0,20.0
105,72,1,1,0,1,2,10,1,11,1,5,1,0,60.000669677,10,2,95,0,1,2020-10-17 18:46:50.284456015,6,0,6,0,0,129,15,1,55,2,29,-9.64224,20.0,20.0,20.0,20.0
106,196,1,0,1,2,1,2,1,1,11,1,1,0,0.226212343,0,0,0,0,1,2020-10-17 18:46:58.623896599,5,0,3,0,0,129,15,1,38,1,101,-9.64224,20.0,20.0,20.0,20.0
107,81,1,1,0,1,2,11,1,6,1,10,1,0,4.341736291,0,0,0,1,0,2020-10-17 18:46:59.092285872,8,0,8,0,0,129,7,0,1,1300,5,-9.64224,20.0,20.0,20.0,20.0
108,85,1,0,1,2,1,12,1,1,6,11,1,0,0.229178087,5,1,80,1,2,2020-10-17 18:46:59.974103928,3,0,10,0,0,129,2,2,16,15,47,-9.64224,20.0,20.0,20.0,20.0
109,81,1,1,0,1,2,11,1,6,1,10,1,0,4.510555790,8,2,24,1,0,2020-10-17 18:47:01.009398937,2,0,0,0,0,129,1,2,32,255,72,-17.9203,20.0,20.0,20.0,20.0
110,85,1,0,1,2,1,12,1,1,6,11,1,0,0.222513983,0,0,0,0,1,2020-10-17 18:47:06.892110586,7,0,1,0,0,129,0,1,33,0,82,-17.9203,20.0,20.0,20.0,20.0
111,72,1,1,0,1,2,10,1,6,1,5,1,0,0.453770540,0,0,0,0,1,2020-10-17 18:47:11.373337984,1,0,7,0,0,129,2,1,58,1,41,-17.9203,20.0,20.0,20.0,20.0
112,206,1,0,1,2,1,3,1,1,6,2,1,0,0.232610861,0,0,0,1,2,2020-10-17 18:47:12.685790062,5,0,9,0,0,129,0,3,1,1,108,-17.9203,20.0,20.0,20.0,20.0
113,72,1,1,0,1,2,10,1,9,1,5,1,0,60.001097335,12,3,36,0,1,2020-10-17 18:47:24.589648724,4,0,2,0,0,129,2,2,36,511,99,-17.9203,20.0,20.0,20.0,20.0
114,293,1,0,1,2,1,9,1,1,9,9,1,0,0.226381012,0,0,0,1,2,2020-10-17 18:47:26.088471889,8,0,4,0,0,129,8,1,42,1,17,-17.9203,20.0,20.0,20.0,71.0863
115,81,1,1,0,1,2,11,1,2,1,10,1,0,26.309309315,12,2,36,1,0,2020-10-17 18:47:38.957557440,0,0,5,0,0,129,2,1,46,1,27,-17.9203,20.0,20.0,20.0,71.0863
116,85,1,0,1,2,1,12,1,1,2,11,1,0,0.223940456,6,1,18,1,2,2020-10-17 18:47:39.161422253,5,0,8,0,0,129,1,0,1,1100,4,-17.9203,20.0,20.0,20.0,71.0863
117,72,1,1,0,1,2,10,1,7,1,5,1,0,60.000543474,22,4,66,0,1,2020-10-17 18:47:39.515413046,2,0,0,0,0,129,3,2,32,247,58,110.343,20.0,20.0,20.0,71.0863
118,208,1,0,1,2,1,4,1,1,7,3,1,0,0.224914903,0,0,0,0,1,2020-10-17 18:47:45.414473057,5,0,8,0,0,129,2,0,1,1200,1,110.343,20.0,20.0,20.0,71.0863
119,81,1,1,0,1,2,11,1,2,1,10,1,0,8.238056816,0,0,0,1,0,2020-10-17 18:47:50.437638521,6,0,6,0,0,129,0,1,55,2,36,110.343,20.0,20.0,20.0,71.0863
120,85,1,0,1,2,1,12,1,1,2,11,1,0,0.225453653,5,1,80,1,2,2020-10-17 18:47:52.869560719,7,0,8,0,0,129,1,0,1,1000,0,110.343,20.0,,20.0,71.0863
121,72,1,1,0,1,2,10,1,10,1,5,1,0,60.000410689,0,0,0,0,1,2020-10-17 18:47:57.737711430,6,0,8,0,0,129,1,0,1,78,3,110.343,20.0,,20.0,71.0863
122,239,1,0,1,2,1,6,1,1,10,6,1,0,0.233657590,0,0,0,1,2,2020-10-17 18:47:58.776636600,5,0,3,0,0,129,3,1,38,1,87,110.343,20.0,,20.0,71.0863
123,81,1,1,0,1,2,11,1,2,1,10,1,0,12.674043930,29,6,85,1,0,2020-10-17 18:48:00.125647783,3,0,10,0,0,129,3,2,16,15,54,110.343,,,20.0,71.0863
124,85,1,0,1,2,1,12,1,1,2,11,1,0,0.308773229,0,0,0,0,1,2020-10-17 18:48:01.161696911,2,0,0,0,0,129,2,2,32,247,57,16.5764,,,20.0,71.0863
125,72,1,1,0,1,2,10,1,8,1,5,1,0,60.001284282,0,0,0,0,1,2020-10-17 18:48:04.113731623,8,0,8,0,0,129,9,0,1,1300,2,16.5764,,,20.0,71.0863
126,253,1,0,1,2,1,7,1,1,8,7,1,0,0.302164515,4,1,12,0,1,2020-10-17 18:48:07.043706894,7,0,1,0,0,129,2,1,33,8,59,16.5764,,,20.0,71.0863
127,72,1,1,0,1,2,10,1,3,1,5,1,0,60.000753424,0,0,0,0,1,2020-10-17 18:48:10.533790827,6,0,8,0,0,129,2,0,1,78,6,16.5764,,,,71.0863
